ano;trimestre;categoria;tipo;instituicao_financeira;quantidade_total_de_reclamacoes;quantidade_de_clientes_u_0096_fgc;quantidade_total_de_clientes_u_0096_ccs_e_scr;Trimestre_Ano;Ano_Anterior;Delta_Ano;Banco
2019;3;Menos de quatro milhões de clientes;Conglomerado;SOROCRED;50;0;449778;3-2019;2018;2019-2018;SOROCRED
2019;3;Menos de quatro milhões de clientes;Conglomerado;VOLKSWAGEN;79;0;381760;3-2019;2018;2019-2018;VOLKSWAGEN
2019;3;Menos de quatro milhões de clientes;Conglomerado;VOLVO;1;0;8003;3-2019;2018;2019-2018;VOLVO
2019;3;Mais de quatro milhões de clientes;Conglomerado;VOTORANTIM;815;8966;6133287;3-2019;2018;2019-2018;VOTORANTIM
2019;3;Menos de quatro milhões de clientes;Conglomerado;VR;1;29;94;3-2019;2018;2019-2018;VR
2019;3;Menos de quatro milhões de clientes;Conglomerado;WESTERN UNION;8;1;1;3-2019;2018;2019-2018;WESTERN UNION
2019;3;Menos de quatro milhões de clientes;Conglomerado;YAMAHA MOTOR;12;0;162271;3-2019;2018;2019-2018;YAMAHA MOTOR
2019;4;Menos de quatro milhões de clientes;Conglomerado;ABC-BRASIL;19;0;21838;4-2019;2018;2019-2018;ABC-BRASIL
2019;4;Menos de quatro milhões de clientes;Conglomerado;AGIBANK;312;0;1211977;4-2019;2018;2019-2018;AGIBANK
2019;4;Menos de quatro milhões de clientes;Conglomerado;ALFA;109;0;416983;4-2019;2018;2019-2018;ALFA
2019;4;Menos de quatro milhões de clientes;Conglomerado;ANDBANK;7;0;3343;4-2019;2018;2019-2018;ANDBANK
2019;4;Menos de quatro milhões de clientes;Conglomerado;BANCOOB;52;0;3558581;4-2019;2018;2019-2018;BANCOOB
2019;4;Menos de quatro milhões de clientes;Conglomerado;BANESTES;45;0;1284420;4-2019;2018;2019-2018;BANESTES
2019;4;Mais de quatro milhões de clientes;Conglomerado;BANRISUL;593;0;4935064;4-2019;2018;2019-2018;BANRISUL
2019;4;Menos de quatro milhões de clientes;Conglomerado;BARIGUI;30;0;28528;4-2019;2018;2019-2018;BARIGUI
2019;4;Mais de quatro milhões de clientes;Conglomerado;BB;5588;0;66464386;4-2019;2018;2019-2018;BB
2019;4;Mais de quatro milhões de clientes;Conglomerado;BMG;1233;0;4747780;4-2019;2018;2019-2018;BMG
2019;4;Menos de quatro milhões de clientes;Conglomerado;BMW;3;0;22944;4-2019;2018;2019-2018;BMW
2019;4;Menos de quatro milhões de clientes;Conglomerado;BNP PARIBAS;933;0;3162634;4-2019;2018;2019-2018;BNP PARIBAS
2019;4;Menos de quatro milhões de clientes;Conglomerado;BOCOM;1;0;7554;4-2019;2018;2019-2018;BOCOM
2019;4;Mais de quatro milhões de clientes;Conglomerado;BRADESCO;8606;0;98653100;4-2019;2018;2019-2018;BRADESCO
2019;4;Menos de quatro milhões de clientes;Conglomerado;BRB;183;0;897143;4-2019;2018;2019-2018;BRB
2019;4;Menos de quatro milhões de clientes;Conglomerado;BTG PACTUAL;15;0;335616;4-2019;2018;2019-2018;BTG PACTUAL
2019;4;Menos de quatro milhões de clientes;Conglomerado;C6 BANK;168;0;734239;4-2019;2018;2019-2018;C6 BANK
2019;4;Mais de quatro milhões de clientes;Conglomerado;CAIXA ECONÔMICA FEDERAL;8387;0;95191144;4-2019;2018;2019-2018;CAIXA ECONÔMICA FEDERAL
2019;4;Menos de quatro milhões de clientes;Conglomerado;CCB;169;0;258090;4-2019;2018;2019-2018;CCB
2019;4;Menos de quatro milhões de clientes;Conglomerado;CITIBANK;7;0;23825;4-2019;2018;2019-2018;CITIBANK
2019;4;Menos de quatro milhões de clientes;Conglomerado;CREFISA;169;0;1741372;4-2019;2018;2019-2018;CREFISA
2019;4;Menos de quatro milhões de clientes;Conglomerado;DACASA FINANCEIRA;11;0;1081485;4-2019;2018;2019-2018;DACASA FINANCEIRA
2019;4;Menos de quatro milhões de clientes;Conglomerado;DAYCOVAL;506;0;1010041;4-2019;2018;2019-2018;DAYCOVAL
2019;4;Menos de quatro milhões de clientes;Conglomerado;FINAXIS;1;0;4615;4-2019;2018;2019-2018;FINAXIS
2019;4;Menos de quatro milhões de clientes;Conglomerado;GAZIN;5;0;38982;4-2019;2018;2019-2018;GAZIN
2019;4;Menos de quatro milhões de clientes;Conglomerado;GMAC;23;0;353463;4-2019;2018;2019-2018;GMAC
2019;4;Menos de quatro milhões de clientes;Conglomerado;GRUPO BONSUCESSO - BS2;66;0;242674;4-2019;2018;2019-2018;GRUPO BONSUCESSO - BS2
2019;4;Menos de quatro milhões de clientes;Conglomerado;GRUPO ZEMA;1;0;375792;4-2019;2018;2019-2018;GRUPO ZEMA
2019;4;Menos de quatro milhões de clientes;Conglomerado;HONDA;30;0;483656;4-2019;2018;2019-2018;HONDA
2019;4;Menos de quatro milhões de clientes;Conglomerado;INDUSTRIAL DO BRASIL;63;0;62460;4-2019;2018;2019-2018;INDUSTRIAL DO BRASIL
2019;4;Menos de quatro milhões de clientes;Conglomerado;INDUSVAL;1;0;4829;4-2019;2018;2019-2018;INDUSVAL
2019;4;Menos de quatro milhões de clientes;Conglomerado;INTER;1437;0;3957845;4-2019;2018;2019-2018;INTER
2019;4;Mais de quatro milhões de clientes;Conglomerado;ITAU;8827;0;81684646;4-2019;2018;2019-2018;ITAU
2019;4;Menos de quatro milhões de clientes;Conglomerado;JP MORGAN CHASE;1;0;3768;4-2019;2018;2019-2018;JP MORGAN CHASE
2019;4;Menos de quatro milhões de clientes;Conglomerado;LECCA;5;0;25778;4-2019;2018;2019-2018;LECCA
2019;4;Menos de quatro milhões de clientes;Conglomerado;MÁXIMA;33;0;55220;4-2019;2018;2019-2018;MÁXIMA
2019;4;Menos de quatro milhões de clientes;Conglomerado;MERCANTIL DO BRASIL;217;0;3010523;4-2019;2018;2019-2018;MERCANTIL DO BRASIL
2019;4;Menos de quatro milhões de clientes;Conglomerado;MERCEDES-BENZ;2;0;20092;4-2019;2018;2019-2018;MERCEDES-BENZ
2019;4;Menos de quatro milhões de clientes;Conglomerado;MODAL;118;0;432873;4-2019;2018;2019-2018;MODAL
2019;4;Menos de quatro milhões de clientes;Conglomerado;NUBANK;15;0;45018;4-2019;2018;2019-2018;NUBANK
2019;4;Mais de quatro milhões de clientes;Conglomerado;OMNI;132;0;4623207;4-2019;2018;2019-2018;OMNI
2019;4;Menos de quatro milhões de clientes;Conglomerado;ORIGINAL;685;0;2421171;4-2019;2018;2019-2018;ORIGINAL
2019;4;Menos de quatro milhões de clientes;Conglomerado;OURINVEST;1;0;64010;4-2019;2018;2019-2018;OURINVEST
2019;4;Mais de quatro milhões de clientes;Conglomerado;PAN;2266;0;4459480;4-2019;2018;2019-2018;PAN
2019;4;Menos de quatro milhões de clientes;Conglomerado;PARANÁ BANCO;249;0;369533;4-2019;2018;2019-2018;PARANÁ BANCO
2019;4;Menos de quatro milhões de clientes;Conglomerado;PORTO SEGURO;178;0;2149319;4-2019;2018;2019-2018;PORTO SEGURO
2019;4;Menos de quatro milhões de clientes;Conglomerado;RENDIMENTO;14;0;21556;4-2019;2018;2019-2018;RENDIMENTO
2019;4;Menos de quatro milhões de clientes;Conglomerado;RODOBENS;14;0;12464;4-2019;2018;2019-2018;RODOBENS
2019;4;Menos de quatro milhões de clientes;Conglomerado;SAFRA;4092;0;2498174;4-2019;2018;2019-2018;SAFRA
2019;4;Mais de quatro milhões de clientes;Conglomerado;SANTANDER;6560;0;47281933;4-2019;2018;2019-2018;SANTANDER
2019;4;Mais de quatro milhões de clientes;Conglomerado;SICREDI;1;0;4564825;4-2019;2018;2019-2018;SICREDI
2019;4;Menos de quatro milhões de clientes;Conglomerado;SOCIETE GENERALE;1;0;677;4-2019;2018;2019-2018;SOCIETE GENERALE
2019;4;Menos de quatro milhões de clientes;Conglomerado;SOFISA;57;0;221280;4-2019;2018;2019-2018;SOFISA
2019;4;Menos de quatro milhões de clientes;Conglomerado;SOROCRED;54;0;483650;4-2019;2018;2019-2018;SOROCRED
2019;4;Menos de quatro milhões de clientes;Conglomerado;VOLKSWAGEN;79;0;389621;4-2019;2018;2019-2018;VOLKSWAGEN
2019;4;Mais de quatro milhões de clientes;Conglomerado;VOTORANTIM;479;0;7364173;4-2019;2018;2019-2018;VOTORANTIM
2019;4;Menos de quatro milhões de clientes;Conglomerado;WESTERN UNION;5;0;1;4-2019;2018;2019-2018;WESTERN UNION
2019;4;Menos de quatro milhões de clientes;Conglomerado;YAMAHA MOTOR;8;0;171174;4-2019;2018;2019-2018;YAMAHA MOTOR
2020;1;Menos de quatro milhões de clientes;Conglomerado;ABC-BRASIL;8;0;20209;1-2020;2019;2020-2019;ABC-BRASIL
2020;1;Menos de quatro milhões de clientes;Conglomerado;AGIBANK;360;0;1101269;1-2020;2019;2020-2019;AGIBANK
2020;1;Menos de quatro milhões de clientes;Conglomerado;ALFA;91;0;414559;1-2020;2019;2020-2019;ALFA
2020;1;Menos de quatro milhões de clientes;Conglomerado;ANDBANK;7;0;3723;1-2020;2019;2020-2019;ANDBANK
2020;1;Menos de quatro milhões de clientes;Conglomerado;BANCOOB;48;0;3711895;1-2020;2019;2020-2019;BANCOOB
2020;1;Menos de quatro milhões de clientes;Conglomerado;BANESTES;57;0;1295724;1-2020;2019;2020-2019;BANESTES
2020;1;Mais de quatro milhões de clientes;Conglomerado;BANRISUL;573;0;4998869;1-2020;2019;2020-2019;BANRISUL
2020;1;Menos de quatro milhões de clientes;Conglomerado;BARIGUI;52;0;28105;1-2020;2019;2020-2019;BARIGUI
2020;1;Mais de quatro milhões de clientes;Conglomerado;BB;6051;0;65965945;1-2020;2019;2020-2019;BB
2020;1;Mais de quatro milhões de clientes;Conglomerado;BMG;1414;0;4958841;1-2020;2019;2020-2019;BMG
2020;1;Menos de quatro milhões de clientes;Conglomerado;BMW;4;0;24006;1-2020;2019;2020-2019;BMW
2020;1;Menos de quatro milhões de clientes;Conglomerado;BNP PARIBAS;1139;0;3142799;1-2020;2019;2020-2019;BNP PARIBAS
2020;1;Menos de quatro milhões de clientes;Conglomerado;BOFA MERRILL LYNCH;3;0;1733;1-2020;2019;2020-2019;BOFA MERRILL LYNCH
2020;1;Mais de quatro milhões de clientes;Conglomerado;BRADESCO;9148;0;99546994;1-2020;2019;2020-2019;BRADESCO
2020;1;Menos de quatro milhões de clientes;Conglomerado;BRB;234;0;909295;1-2020;2019;2020-2019;BRB
2020;1;Menos de quatro milhões de clientes;Conglomerado;BTG PACTUAL;16;0;368553;1-2020;2019;2020-2019;BTG PACTUAL
2020;1;Menos de quatro milhões de clientes;Conglomerado;C6 BANK;390;0;1423786;1-2020;2019;2020-2019;C6 BANK
2020;1;Mais de quatro milhões de clientes;Conglomerado;CAIXA ECONÔMICA FEDERAL;9271;0;96303277;1-2020;2019;2020-2019;CAIXA ECONÔMICA FEDERAL
2020;1;Menos de quatro milhões de clientes;Conglomerado;CCB;197;0;259864;1-2020;2019;2020-2019;CCB
2020;1;Menos de quatro milhões de clientes;Conglomerado;CITIBANK;6;0;23775;1-2020;2019;2020-2019;CITIBANK
2020;1;Menos de quatro milhões de clientes;Conglomerado;CREFISA;182;0;1770650;1-2020;2019;2020-2019;CREFISA
2020;1;Menos de quatro milhões de clientes;Conglomerado;DAYCOVAL;619;0;1232095;1-2020;2019;2020-2019;DAYCOVAL
2020;1;Menos de quatro milhões de clientes;Conglomerado;FINAXIS;1;0;4596;1-2020;2019;2020-2019;FINAXIS
2020;1;Menos de quatro milhões de clientes;Conglomerado;GAZIN;1;0;40721;1-2020;2019;2020-2019;GAZIN
2020;1;Menos de quatro milhões de clientes;Conglomerado;GM;25;0;343782;1-2020;2019;2020-2019;GM
2020;1;Menos de quatro milhões de clientes;Conglomerado;GRUPO BONSUCESSO - BS2;91;0;363105;1-2020;2019;2020-2019;GRUPO BONSUCESSO - BS2
2020;1;Menos de quatro milhões de clientes;Conglomerado;GRUPO ZEMA;3;0;406570;1-2020;2019;2020-2019;GRUPO ZEMA
2020;1;Menos de quatro milhões de clientes;Conglomerado;HERVAL - HS;5;0;106808;1-2020;2019;2020-2019;HERVAL - HS
2020;1;Menos de quatro milhões de clientes;Conglomerado;HONDA;32;0;486564;1-2020;2019;2020-2019;HONDA
2020;1;Menos de quatro milhões de clientes;Conglomerado;INDUSTRIAL DO BRASIL;35;0;62618;1-2020;2019;2020-2019;INDUSTRIAL DO BRASIL
2020;1;Menos de quatro milhões de clientes;Conglomerado;INDUSVAL;1;0;4988;1-2020;2019;2020-2019;INDUSVAL
2020;1;Mais de quatro milhões de clientes;Conglomerado;INTER;1870;0;4770298;1-2020;2019;2020-2019;INTER
2020;1;Mais de quatro milhões de clientes;Conglomerado;ITAU;9118;0;82378627;1-2020;2019;2020-2019;ITAU
2020;1;Menos de quatro milhões de clientes;Conglomerado;LECCA;14;0;27157;1-2020;2019;2020-2019;LECCA
2020;1;Menos de quatro milhões de clientes;Conglomerado;MÁXIMA;38;0;68831;1-2020;2019;2020-2019;MÁXIMA
2020;1;Menos de quatro milhões de clientes;Conglomerado;MERCANTIL DO BRASIL;237;0;3115392;1-2020;2019;2020-2019;MERCANTIL DO BRASIL
2020;1;Menos de quatro milhões de clientes;Conglomerado;MERCEDES-BENZ;1;0;20676;1-2020;2019;2020-2019;MERCEDES-BENZ
2020;1;Menos de quatro milhões de clientes;Conglomerado;MODAL;105;0;574846;1-2020;2019;2020-2019;MODAL
2020;1;Menos de quatro milhões de clientes;Conglomerado;NUBANK;14;0;2733789;1-2020;2019;2020-2019;NUBANK
2020;1;Mais de quatro milhões de clientes;Conglomerado;OMNI;134;0;4670973;1-2020;2019;2020-2019;OMNI
2020;1;Menos de quatro milhões de clientes;Conglomerado;ORIGINAL;1063;0;2771671;1-2020;2019;2020-2019;ORIGINAL
2020;1;Menos de quatro milhões de clientes;Conglomerado;OURINVEST;1;0;47344;1-2020;2019;2020-2019;OURINVEST
2020;1;Mais de quatro milhões de clientes;Conglomerado;PAN;2841;0;4847503;1-2020;2019;2020-2019;PAN
2020;1;Menos de quatro milhões de clientes;Conglomerado;PARANÁ BANCO;312;0;403023;1-2020;2019;2020-2019;PARANÁ BANCO
2020;1;Menos de quatro milhões de clientes;Conglomerado;PINE;6;0;12036;1-2020;2019;2020-2019;PINE
2020;1;Menos de quatro milhões de clientes;Conglomerado;PORTO SEGURO;199;0;2296267;1-2020;2019;2020-2019;PORTO SEGURO
2020;1;Menos de quatro milhões de clientes;Conglomerado;RENDIMENTO;10;0;22276;1-2020;2019;2020-2019;RENDIMENTO
2020;1;Menos de quatro milhões de clientes;Conglomerado;RODOBENS;3;0;12767;1-2020;2019;2020-2019;RODOBENS
2020;1;Menos de quatro milhões de clientes;Conglomerado;SAFRA;3320;0;2691273;1-2020;2019;2020-2019;SAFRA
2020;1;Mais de quatro milhões de clientes;Conglomerado;SANTANDER;7003;0;48737277;1-2020;2019;2020-2019;SANTANDER
2020;1;Mais de quatro milhões de clientes;Conglomerado;SICREDI;2;0;4745257;1-2020;2019;2020-2019;SICREDI
2020;1;Menos de quatro milhões de clientes;Conglomerado;SOCIETE GENERALE;4;0;703;1-2020;2019;2020-2019;SOCIETE GENERALE
2020;1;Menos de quatro milhões de clientes;Conglomerado;SOCOPA;4;0;24738;1-2020;2019;2020-2019;SOCOPA
2020;1;Menos de quatro milhões de clientes;Conglomerado;SOFISA;84;0;237213;1-2020;2019;2020-2019;SOFISA
2020;1;Menos de quatro milhões de clientes;Conglomerado;SOROCRED;39;0;538412;1-2020;2019;2020-2019;SOROCRED
2020;1;Menos de quatro milhões de clientes;Conglomerado;VOLKSWAGEN;77;0;398010;1-2020;2019;2020-2019;VOLKSWAGEN
2020;1;Mais de quatro milhões de clientes;Conglomerado;VOTORANTIM;581;0;8527116;1-2020;2019;2020-2019;VOTORANTIM
2020;1;Menos de quatro milhões de clientes;Conglomerado;WESTERN UNION;9;0;1;1-2020;2019;2020-2019;WESTERN UNION
2020;1;Menos de quatro milhões de clientes;Conglomerado;YAMAHA MOTOR;15;0;181066;1-2020;2019;2020-2019;YAMAHA MOTOR
2020;2;Menos de quatro milhões de clientes;Conglomerado;ABC-BRASIL;2;0;21754;2-2020;2019;2020-2019;ABC-BRASIL
2020;2;Menos de quatro milhões de clientes;Conglomerado;AGIBANK;391;0;1094818;2-2020;2019;2020-2019;AGIBANK
2020;2;Menos de quatro milhões de clientes;Conglomerado;ALFA;82;0;412199;2-2020;2019;2020-2019;ALFA
2020;2;Menos de quatro milhões de clientes;Conglomerado;ANDBANK;3;0;3991;2-2020;2019;2020-2019;ANDBANK
2020;2;Menos de quatro milhões de clientes;Conglomerado;BANCOOB;40;0;3886472;2-2020;2019;2020-2019;BANCOOB
2020;2;Menos de quatro milhões de clientes;Conglomerado;BANESTES;38;0;1303144;2-2020;2019;2020-2019;BANESTES
2020;2;Mais de quatro milhões de clientes;Conglomerado;BANRISUL;645;0;5042321;2-2020;2019;2020-2019;BANRISUL
2020;2;Menos de quatro milhões de clientes;Conglomerado;BARIGUI;19;0;27474;2-2020;2019;2020-2019;BARIGUI
2020;2;Mais de quatro milhões de clientes;Conglomerado;BB;8522;0;67076893;2-2020;2019;2020-2019;BB
2020;2;Mais de quatro milhões de clientes;Conglomerado;BMG;1543;0;5210230;2-2020;2019;2020-2019;BMG
2020;2;Menos de quatro milhões de clientes;Conglomerado;BMW;6;0;24426;2-2020;2019;2020-2019;BMW
2020;2;Menos de quatro milhões de clientes;Conglomerado;BNP PARIBAS;1267;0;2676922;2-2020;2019;2020-2019;BNP PARIBAS
2020;2;Menos de quatro milhões de clientes;Conglomerado;BOFA MERRILL LYNCH;1;0;1604;2-2020;2019;2020-2019;BOFA MERRILL LYNCH
2020;2;Mais de quatro milhões de clientes;Conglomerado;BRADESCO;11450;0;98855959;2-2020;2019;2020-2019;BRADESCO
2020;2;Menos de quatro milhões de clientes;Conglomerado;BRB;393;0;925870;2-2020;2019;2020-2019;BRB
2020;2;Menos de quatro milhões de clientes;Conglomerado;BTG PACTUAL;26;0;424827;2-2020;2019;2020-2019;BTG PACTUAL
2020;2;Menos de quatro milhões de clientes;Conglomerado;C6 BANK;347;0;1833081;2-2020;2019;2020-2019;C6 BANK
2020;2;Mais de quatro milhões de clientes;Conglomerado;CAIXA ECONÔMICA FEDERAL;23610;0;115407209;2-2020;2019;2020-2019;CAIXA ECONÔMICA FEDERAL
2020;2;Menos de quatro milhões de clientes;Conglomerado;CCB;130;0;253956;2-2020;2019;2020-2019;CCB
2020;2;Menos de quatro milhões de clientes;Conglomerado;CITIBANK;5;0;19435;2-2020;2019;2020-2019;CITIBANK
2020;2;Menos de quatro milhões de clientes;Conglomerado;CREFISA;248;0;1791322;2-2020;2019;2020-2019;CREFISA
2020;2;Menos de quatro milhões de clientes;Conglomerado;DAYCOVAL;654;0;1217663;2-2020;2019;2020-2019;DAYCOVAL
2020;2;Menos de quatro milhões de clientes;Conglomerado;FATOR;1;0;16675;2-2020;2019;2020-2019;FATOR
2020;2;Menos de quatro milhões de clientes;Conglomerado;GM;210;0;330771;2-2020;2019;2020-2019;GM
2020;2;Menos de quatro milhões de clientes;Conglomerado;GRUPO BONSUCESSO - BS2;75;0;448029;2-2020;2019;2020-2019;GRUPO BONSUCESSO - BS2
2020;2;Menos de quatro milhões de clientes;Conglomerado;GRUPO ZEMA;2;0;410773;2-2020;2019;2020-2019;GRUPO ZEMA
2020;2;Menos de quatro milhões de clientes;Conglomerado;HERVAL - HS;10;0;197488;2-2020;2019;2020-2019;HERVAL - HS
2020;2;Menos de quatro milhões de clientes;Conglomerado;HONDA;58;0;478950;2-2020;2019;2020-2019;HONDA
2020;2;Menos de quatro milhões de clientes;Conglomerado;INDUSTRIAL DO BRASIL;47;0;63827;2-2020;2019;2020-2019;INDUSTRIAL DO BRASIL
2020;2;Menos de quatro milhões de clientes;Conglomerado;INDUSVAL;7;0;5169;2-2020;2019;2020-2019;INDUSVAL
2020;2;Mais de quatro milhões de clientes;Conglomerado;INTER;1401;0;5688290;2-2020;2019;2020-2019;INTER
2020;2;Mais de quatro milhões de clientes;Conglomerado;ITAU;9834;0;82959663;2-2020;2019;2020-2019;ITAU
2020;2;Menos de quatro milhões de clientes;Conglomerado;LECCA;19;0;25656;2-2020;2019;2020-2019;LECCA
2020;2;Menos de quatro milhões de clientes;Conglomerado;MÁXIMA;25;0;83947;2-2020;2019;2020-2019;MÁXIMA
2020;2;Menos de quatro milhões de clientes;Conglomerado;MERCANTIL DO BRASIL;256;0;3221087;2-2020;2019;2020-2019;MERCANTIL DO BRASIL
2020;2;Menos de quatro milhões de clientes;Conglomerado;MERCEDES-BENZ;15;0;20615;2-2020;2019;2020-2019;MERCEDES-BENZ
2020;2;Menos de quatro milhões de clientes;Conglomerado;MODAL;120;0;728248;2-2020;2019;2020-2019;MODAL
2020;2;Mais de quatro milhões de clientes;Conglomerado;NUBANK;11;0;5367754;2-2020;2019;2020-2019;NUBANK
2020;2;Mais de quatro milhões de clientes;Conglomerado;OMNI;216;0;4553588;2-2020;2019;2020-2019;OMNI
2020;2;Menos de quatro milhões de clientes;Conglomerado;ORIGINAL;547;0;3131942;2-2020;2019;2020-2019;ORIGINAL
2020;2;Menos de quatro milhões de clientes;Conglomerado;PAGBANK-PAGSEGURO;3;0;935179;2-2020;2019;2020-2019;PAGBANK-PAGSEGURO
2020;2;Mais de quatro milhões de clientes;Conglomerado;PAN;4807;0;4996952;2-2020;2019;2020-2019;PAN
2020;2;Menos de quatro milhões de clientes;Conglomerado;PARANÁ BANCO;340;0;433617;2-2020;2019;2020-2019;PARANÁ BANCO
2020;2;Menos de quatro milhões de clientes;Conglomerado;PINE;2;0;11077;2-2020;2019;2020-2019;PINE
2020;2;Menos de quatro milhões de clientes;Conglomerado;PLURAL;2;0;5003;2-2020;2019;2020-2019;PLURAL
2020;2;Menos de quatro milhões de clientes;Conglomerado;PORTO SEGURO;200;0;2405064;2-2020;2019;2020-2019;PORTO SEGURO
2020;2;Menos de quatro milhões de clientes;Conglomerado;RENDIMENTO;5;0;22654;2-2020;2019;2020-2019;RENDIMENTO
2020;2;Menos de quatro milhões de clientes;Conglomerado;RODOBENS;6;0;12852;2-2020;2019;2020-2019;RODOBENS
2020;2;Menos de quatro milhões de clientes;Conglomerado;SAFRA;2926;0;2736115;2-2020;2019;2020-2019;SAFRA
2020;2;Mais de quatro milhões de clientes;Conglomerado;SANTANDER;11006;0;49334145;2-2020;2019;2020-2019;SANTANDER
2020;2;Menos de quatro milhões de clientes;Conglomerado;SCANIA;1;0;4328;2-2020;2019;2020-2019;SCANIA
2020;2;Mais de quatro milhões de clientes;Conglomerado;SICREDI;2;0;4976262;2-2020;2019;2020-2019;SICREDI
2020;2;Menos de quatro milhões de clientes;Conglomerado;SOCIETE GENERALE;4;0;699;2-2020;2019;2020-2019;SOCIETE GENERALE
2020;2;Menos de quatro milhões de clientes;Conglomerado;SOCOPA;2;0;24627;2-2020;2019;2020-2019;SOCOPA
2020;2;Menos de quatro milhões de clientes;Conglomerado;SOFISA;35;0;250294;2-2020;2019;2020-2019;SOFISA
2020;2;Menos de quatro milhões de clientes;Conglomerado;SOROCRED;29;0;492314;2-2020;2019;2020-2019;SOROCRED
2020;2;Menos de quatro milhões de clientes;Conglomerado;VOLKSWAGEN;389;0;390958;2-2020;2019;2020-2019;VOLKSWAGEN
2020;2;Menos de quatro milhões de clientes;Conglomerado;VOLVO;1;0;81;2-2020;2019;2020-2019;VOLVO
2020;2;Mais de quatro milhões de clientes;Conglomerado;VOTORANTIM;561;0;9502980;2-2020;2019;2020-2019;VOTORANTIM
2020;2;Menos de quatro milhões de clientes;Conglomerado;VR;1;0;69;2-2020;2019;2020-2019;VR
2020;2;Menos de quatro milhões de clientes;Conglomerado;WESTERN UNION;14;0;1;2-2020;2019;2020-2019;WESTERN UNION
2020;2;Menos de quatro milhões de clientes;Conglomerado;YAMAHA MOTOR;54;0;185004;2-2020;2019;2020-2019;YAMAHA MOTOR
2020;3;Menos de quatro milhões de clientes;Conglomerado;ABC-BRASIL;4;0;24119;3-2020;2019;2020-2019;ABC-BRASIL
2020;3;Menos de quatro milhões de clientes;Conglomerado;AGIBANK;347;0;1010427;3-2020;2019;2020-2019;AGIBANK
2020;3;Menos de quatro milhões de clientes;Conglomerado;ALFA;134;0;411418;3-2020;2019;2020-2019;ALFA
2020;3;Menos de quatro milhões de clientes;Conglomerado;ANDBANK;16;0;4305;3-2020;2019;2020-2019;ANDBANK
2020;3;Mais de quatro milhões de clientes;Conglomerado;BANCOOB;63;0;4139244;3-2020;2019;2020-2019;BANCOOB
2020;3;Menos de quatro milhões de clientes;Conglomerado;BANESTES;84;0;1312082;3-2020;2019;2020-2019;BANESTES
2020;3;Mais de quatro milhões de clientes;Conglomerado;BANRISUL;866;0;5081434;3-2020;2019;2020-2019;BANRISUL
2020;3;Menos de quatro milhões de clientes;Conglomerado;BARIGUI;45;0;27533;3-2020;2019;2020-2019;BARIGUI
2020;3;Mais de quatro milhões de clientes;Conglomerado;BB;8611;0;67894151;3-2020;2019;2020-2019;BB
2020;3;Mais de quatro milhões de clientes;Conglomerado;BMG;2376;0;5597083;3-2020;2019;2020-2019;BMG
2020;3;Menos de quatro milhões de clientes;Conglomerado;BMW;4;0;26598;3-2020;2019;2020-2019;BMW
2020;3;Menos de quatro milhões de clientes;Conglomerado;BNP PARIBAS;1392;0;2602372;3-2020;2019;2020-2019;BNP PARIBAS
2020;3;Menos de quatro milhões de clientes;Conglomerado;BOCOM;1;0;7711;3-2020;2019;2020-2019;BOCOM
2020;3;Menos de quatro milhões de clientes;Conglomerado;BOFA MERRILL LYNCH;2;0;1663;3-2020;2019;2020-2019;BOFA MERRILL LYNCH
2020;3;Mais de quatro milhões de clientes;Conglomerado;BRADESCO;11620;0;99010417;3-2020;2019;2020-2019;BRADESCO
2020;3;Menos de quatro milhões de clientes;Conglomerado;BRB;378;0;973656;3-2020;2019;2020-2019;BRB
2020;3;Menos de quatro milhões de clientes;Conglomerado;BTG PACTUAL;25;0;499329;3-2020;2019;2020-2019;BTG PACTUAL
2020;3;Menos de quatro milhões de clientes;Conglomerado;C6 BANK;1228;0;2716769;3-2020;2019;2020-2019;C6 BANK
2020;3;Mais de quatro milhões de clientes;Conglomerado;CAIXA ECONÔMICA FEDERAL;30074;0;136115003;3-2020;2019;2020-2019;CAIXA ECONÔMICA FEDERAL
2020;3;Menos de quatro milhões de clientes;Conglomerado;CCB;236;0;243070;3-2020;2019;2020-2019;CCB
2020;3;Menos de quatro milhões de clientes;Conglomerado;CITIBANK;8;0;23698;3-2020;2019;2020-2019;CITIBANK
2020;3;Menos de quatro milhões de clientes;Conglomerado;CREDIT SUISSE;2;0;5105;3-2020;2019;2020-2019;CREDIT SUISSE
2020;3;Menos de quatro milhões de clientes;Conglomerado;CREFISA;381;0;1934829;3-2020;2019;2020-2019;CREFISA
2020;3;Menos de quatro milhões de clientes;Conglomerado;DAYCOVAL;813;0;1182676;3-2020;2019;2020-2019;DAYCOVAL
2020;3;Menos de quatro milhões de clientes;Conglomerado;GAZIN;2;0;34889;3-2020;2019;2020-2019;GAZIN
2020;3;Menos de quatro milhões de clientes;Conglomerado;GM;68;0;320712;3-2020;2019;2020-2019;GM
2020;3;Menos de quatro milhões de clientes;Conglomerado;GRUPO BONSUCESSO - BS2;223;0;577035;3-2020;2019;2020-2019;GRUPO BONSUCESSO - BS2
2020;3;Menos de quatro milhões de clientes;Conglomerado;GRUPO ZEMA;6;0;421393;3-2020;2019;2020-2019;GRUPO ZEMA
2020;3;Menos de quatro milhões de clientes;Conglomerado;HERVAL - HS;10;0;197002;3-2020;2019;2020-2019;HERVAL - HS
