ano;trimestre;categoria;tipo;instituicao_financeira;quantidade_total_de_reclamacoes;quantidade_de_clientes_u_0096_fgc;quantidade_total_de_clientes_u_0096_ccs_e_scr;Trimestre_Ano;Ano_Anterior;Delta_Ano;Banco
2017;1;Menos de quatro milhões de clientes;Conglomerado;ABC-BRASIL;7;2846;15653;1-2017;2016;2017-2016;ABC-BRASIL
2017;1;Menos de quatro milhões de clientes;Conglomerado;AGIPLAN;133;3257;318590;1-2017;2016;2017-2016;AGIPLAN
2017;1;Menos de quatro milhões de clientes;Conglomerado;ALFA;71;0;480685;1-2017;2016;2017-2016;ALFA
2017;1;Menos de quatro milhões de clientes;Conglomerado;ANDBANK;2;89;6870;1-2017;2016;2017-2016;ANDBANK
2017;1;Menos de quatro milhões de clientes;Conglomerado;BANCOOB;58;0;1770960;1-2017;2016;2017-2016;BANCOOB
2017;1;Menos de quatro milhões de clientes;Conglomerado;BANESTES;19;860492;1298766;1-2017;2016;2017-2016;BANESTES
2017;1;Menos de quatro milhões de clientes;Conglomerado;BANIF;1;1491;2583;1-2017;2016;2017-2016;BANIF
2017;1;Mais de quatro milhões de clientes;Conglomerado;BANRISUL;366;2462909;4410257;1-2017;2016;2017-2016;BANRISUL
2017;1;Menos de quatro milhões de clientes;Conglomerado;BARIGUI;14;0;32387;1-2017;2016;2017-2016;BARIGUI
2017;1;Mais de quatro milhões de clientes;Conglomerado;BB;9617;48279386;59432237;1-2017;2016;2017-2016;BB
2017;1;Menos de quatro milhões de clientes;Conglomerado;BMG;859;5588;3402623;1-2017;2016;2017-2016;BMG
2017;1;Menos de quatro milhões de clientes;Conglomerado;BMW;1;0;18428;1-2017;2016;2017-2016;BMW
2017;1;Menos de quatro milhões de clientes;Conglomerado;BNP PARIBAS;1168;2350;2731519;1-2017;2016;2017-2016;BNP PARIBAS
2017;1;Mais de quatro milhões de clientes;Conglomerado;BRADESCO;10844;34576814;92106865;1-2017;2016;2017-2016;BRADESCO
2017;1;Menos de quatro milhões de clientes;Conglomerado;BRB;358;588333;821430;1-2017;2016;2017-2016;BRB
2017;1;Menos de quatro milhões de clientes;Conglomerado;BTG PACTUAL;2;4846;40663;1-2017;2016;2017-2016;BTG PACTUAL
2017;1;Mais de quatro milhões de clientes;Conglomerado;CAIXA ECONÔMICA FEDERAL;10804;73507354;84016461;1-2017;2016;2017-2016;CAIXA ECONÔMICA FEDERAL
2017;1;Menos de quatro milhões de clientes;Conglomerado;CCB;284;3666;328050;1-2017;2016;2017-2016;CCB
2017;1;Menos de quatro milhões de clientes;Conglomerado;CITIBANK;350;209719;1307799;1-2017;2016;2017-2016;CITIBANK
2017;1;Menos de quatro milhões de clientes;Conglomerado;DACASA FINANCEIRA;15;0;1198038;1-2017;2016;2017-2016;DACASA FINANCEIRA
2017;1;Menos de quatro milhões de clientes;Conglomerado;DAYCOVAL;551;15087;886863;1-2017;2016;2017-2016;DAYCOVAL
2017;1;Menos de quatro milhões de clientes;Conglomerado;DEUTSCHE;1;398;4043;1-2017;2016;2017-2016;DEUTSCHE
2017;1;Menos de quatro milhões de clientes;Conglomerado;FATOR;1;2177;10677;1-2017;2016;2017-2016;FATOR
2017;1;Menos de quatro milhões de clientes;Conglomerado;FINAXIS;1;378;3710;1-2017;2016;2017-2016;FINAXIS
2017;1;Menos de quatro milhões de clientes;Conglomerado;GMAC;59;0;497344;1-2017;2016;2017-2016;GMAC
2017;1;Menos de quatro milhões de clientes;Conglomerado;GRUPO ZEMA;1;0;135955;1-2017;2016;2017-2016;GRUPO ZEMA
2017;1;Menos de quatro milhões de clientes;Conglomerado;HERVAL - HS;3;0;235565;1-2017;2016;2017-2016;HERVAL - HS
2017;1;Menos de quatro milhões de clientes;Conglomerado;HONDA;24;0;453144;1-2017;2016;2017-2016;HONDA
2017;1;Menos de quatro milhões de clientes;Conglomerado;INDUSTRIAL DO BRASIL;12;858;56726;1-2017;2016;2017-2016;INDUSTRIAL DO BRASIL
2017;1;Menos de quatro milhões de clientes;Conglomerado;INDUSVAL;2;2607;6911;1-2017;2016;2017-2016;INDUSVAL
2017;1;Menos de quatro milhões de clientes;Conglomerado;INTERMEDIUM;210;34078;330435;1-2017;2016;2017-2016;INTER
2017;1;Mais de quatro milhões de clientes;Conglomerado;ITAU;9275;28830155;68531765;1-2017;2016;2017-2016;ITAU
2017;1;Menos de quatro milhões de clientes;Conglomerado;LECCA;3;0;22383;1-2017;2016;2017-2016;LECCA
2017;1;Menos de quatro milhões de clientes;Conglomerado;MERCANTIL DO BRASIL;373;1303140;2285143;1-2017;2016;2017-2016;MERCANTIL DO BRASIL
2017;1;Menos de quatro milhões de clientes;Conglomerado;MERCEDES-BENZ;4;0;26987;1-2017;2016;2017-2016;MERCEDES-BENZ
2017;1;Menos de quatro milhões de clientes;Conglomerado;MODAL;4;1761;5170;1-2017;2016;2017-2016;MODAL
2017;1;Menos de quatro milhões de clientes;Conglomerado;OMNI;88;0;3183466;1-2017;2016;2017-2016;OMNI
2017;1;Menos de quatro milhões de clientes;Conglomerado;ORIGINAL;117;46948;373893;1-2017;2016;2017-2016;ORIGINAL
2017;1;Menos de quatro milhões de clientes;Conglomerado;OURINVEST;1;0;16543;1-2017;2016;2017-2016;OURINVEST
2017;1;Menos de quatro milhões de clientes;Conglomerado;PAN;2017;2052;3023698;1-2017;2016;2017-2016;PAN
2017;1;Menos de quatro milhões de clientes;Conglomerado;PARANÁ BANCO;306;2139;632181;1-2017;2016;2017-2016;PARANÁ BANCO
2017;1;Mais de quatro milhões de clientes;Conglomerado;PERNAMBUCANAS;45;0;4374493;1-2017;2016;2017-2016;PERNAMBUCANAS
2017;1;Menos de quatro milhões de clientes;Conglomerado;PINE;1;1190;3954;1-2017;2016;2017-2016;PINE
2017;1;Menos de quatro milhões de clientes;Conglomerado;PORTO SEGURO;119;0;1223017;1-2017;2016;2017-2016;PORTO SEGURO
2017;1;Menos de quatro milhões de clientes;Conglomerado;RENDIMENTO;9;3788;17439;1-2017;2016;2017-2016;RENDIMENTO
2017;1;Menos de quatro milhões de clientes;Conglomerado;RODOBENS;5;398;16847;1-2017;2016;2017-2016;RODOBENS
2017;1;Menos de quatro milhões de clientes;Conglomerado;SAFRA;614;88033;971010;1-2017;2016;2017-2016;SAFRA
2017;1;Mais de quatro milhões de clientes;Conglomerado;SANTANDER;6206;24362717;37527740;1-2017;2016;2017-2016;SANTANDER
2017;1;Menos de quatro milhões de clientes;Conglomerado;SANTINVEST;11;0;11575;1-2017;2016;2017-2016;SANTINVEST
2017;1;Menos de quatro milhões de clientes;Conglomerado;SCANIA;2;0;3866;1-2017;2016;2017-2016;SCANIA
2017;1;Menos de quatro milhões de clientes;Conglomerado;SICREDI;1;0;2809169;1-2017;2016;2017-2016;SICREDI
2017;1;Menos de quatro milhões de clientes;Conglomerado;SOCIETE GENERALE;25;61;1593953;1-2017;2016;2017-2016;SOCIETE GENERALE
2017;1;Menos de quatro milhões de clientes;Conglomerado;SOCOPA;2;2223;24946;1-2017;2016;2017-2016;SOCOPA
2017;1;Menos de quatro milhões de clientes;Conglomerado;SOFISA;8;23769;61599;1-2017;2016;2017-2016;SOFISA
2017;1;Menos de quatro milhões de clientes;Conglomerado;VOLKSWAGEN;53;0;494593;1-2017;2016;2017-2016;VOLKSWAGEN
2017;1;Menos de quatro milhões de clientes;Conglomerado;VOLVO;1;0;10259;1-2017;2016;2017-2016;VOLVO
2017;1;Mais de quatro milhões de clientes;Conglomerado;VOTORANTIM;562;4413;4109589;1-2017;2016;2017-2016;VOTORANTIM
2017;1;Menos de quatro milhões de clientes;Conglomerado;WESTERN UNION;5;1;3;1-2017;2016;2017-2016;WESTERN UNION
2017;1;Menos de quatro milhões de clientes;Conglomerado;YAMAHA MOTOR;14;0;105588;1-2017;2016;2017-2016;YAMAHA MOTOR
2017;2;Menos de quatro milhões de clientes;Conglomerado;ABC-BRASIL;2;2846;15602;2-2017;2016;2017-2016;ABC-BRASIL
2017;2;Menos de quatro milhões de clientes;Conglomerado;AGIPLAN;169;3257;359217;2-2017;2016;2017-2016;AGIPLAN
2017;2;Menos de quatro milhões de clientes;Conglomerado;ALFA;89;0;470652;2-2017;2016;2017-2016;ALFA
2017;2;Menos de quatro milhões de clientes;Conglomerado;BANCOOB;57;0;1862163;2-2017;2016;2017-2016;BANCOOB
2017;2;Menos de quatro milhões de clientes;Conglomerado;BANESTES;35;860492;1310617;2-2017;2016;2017-2016;BANESTES
2017;2;Menos de quatro milhões de clientes;Conglomerado;BANIF;5;1491;1306;2-2017;2016;2017-2016;BANIF
2017;2;Mais de quatro milhões de clientes;Conglomerado;BANRISUL;504;2462909;4474462;2-2017;2016;2017-2016;BANRISUL
2017;2;Menos de quatro milhões de clientes;Conglomerado;BARIGUI;13;0;32008;2-2017;2016;2017-2016;BARIGUI
2017;2;Mais de quatro milhões de clientes;Conglomerado;BB;8272;48279386;59776953;2-2017;2016;2017-2016;BB
2017;2;Menos de quatro milhões de clientes;Conglomerado;BMG;1057;5588;3496999;2-2017;2016;2017-2016;BMG
2017;2;Menos de quatro milhões de clientes;Conglomerado;BMW;2;0;17244;2-2017;2016;2017-2016;BMW
2017;2;Menos de quatro milhões de clientes;Conglomerado;BNP PARIBAS;1103;2350;2792641;2-2017;2016;2017-2016;BNP PARIBAS
2017;2;Menos de quatro milhões de clientes;Conglomerado;BNY MELLON;1;0;1709;2-2017;2016;2017-2016;BNY MELLON
2017;2;Menos de quatro milhões de clientes;Conglomerado;BOFA MERRILL LYNCH;1;0;1396;2-2017;2016;2017-2016;BOFA MERRILL LYNCH
2017;2;Mais de quatro milhões de clientes;Conglomerado;BRADESCO;9855;34576814;92585594;2-2017;2016;2017-2016;BRADESCO
2017;2;Menos de quatro milhões de clientes;Conglomerado;BRB;314;588333;832078;2-2017;2016;2017-2016;BRB
2017;2;Menos de quatro milhões de clientes;Conglomerado;BTG PACTUAL;2;4846;85937;2-2017;2016;2017-2016;BTG PACTUAL
2017;2;Mais de quatro milhões de clientes;Conglomerado;CAIXA ECONÔMICA FEDERAL;11962;73507354;85458741;2-2017;2016;2017-2016;CAIXA ECONÔMICA FEDERAL
2017;2;Menos de quatro milhões de clientes;Conglomerado;CCB;458;3666;331620;2-2017;2016;2017-2016;CCB
2017;2;Menos de quatro milhões de clientes;Conglomerado;CITIBANK;368;209719;1323821;2-2017;2016;2017-2016;CITIBANK
2017;2;Menos de quatro milhões de clientes;Conglomerado;CREDIT AGRICOLE;1;0;2519;2-2017;2016;2017-2016;CREDIT AGRICOLE
2017;2;Menos de quatro milhões de clientes;Conglomerado;CREDIT SUISSE;1;0;3607;2-2017;2016;2017-2016;CREDIT SUISSE
2017;2;Menos de quatro milhões de clientes;Conglomerado;CREFISA;132;0;1516424;2-2017;2016;2017-2016;CREFISA
2017;2;Menos de quatro milhões de clientes;Conglomerado;DACASA FINANCEIRA;9;0;1200776;2-2017;2016;2017-2016;DACASA FINANCEIRA
2017;2;Menos de quatro milhões de clientes;Conglomerado;DAYCOVAL;615;15087;927015;2-2017;2016;2017-2016;DAYCOVAL
2017;2;Menos de quatro milhões de clientes;Conglomerado;DEUTSCHE;1;398;3673;2-2017;2016;2017-2016;DEUTSCHE
2017;2;Menos de quatro milhões de clientes;Conglomerado;GMAC;70;0;477470;2-2017;2016;2017-2016;GMAC
2017;2;Menos de quatro milhões de clientes;Conglomerado;GRUPO ZEMA;1;0;136244;2-2017;2016;2017-2016;GRUPO ZEMA
2017;2;Menos de quatro milhões de clientes;Conglomerado;HERVAL - HS;1;0;240350;2-2017;2016;2017-2016;HERVAL - HS
2017;2;Menos de quatro milhões de clientes;Conglomerado;HONDA;26;0;454625;2-2017;2016;2017-2016;HONDA
2017;2;Menos de quatro milhões de clientes;Conglomerado;INDUSTRIAL DO BRASIL;6;858;57689;2-2017;2016;2017-2016;INDUSTRIAL DO BRASIL
2017;2;Menos de quatro milhões de clientes;Conglomerado;INDUSVAL;1;2607;6929;2-2017;2016;2017-2016;INDUSVAL
2017;2;Menos de quatro milhões de clientes;Conglomerado;INTERMEDIUM;398;34078;369262;2-2017;2016;2017-2016;INTER
2017;2;Mais de quatro milhões de clientes;Conglomerado;ITAU;9610;28830155;68821561;2-2017;2016;2017-2016;ITAU
2017;2;Menos de quatro milhões de clientes;Conglomerado;JP MORGAN CHASE;2;0;4181;2-2017;2016;2017-2016;JP MORGAN CHASE
2017;2;Menos de quatro milhões de clientes;Conglomerado;LECCA;3;0;21481;2-2017;2016;2017-2016;LECCA
2017;2;Menos de quatro milhões de clientes;Conglomerado;MÁXIMA;1;0;29238;2-2017;2016;2017-2016;MÁXIMA
2017;2;Menos de quatro milhões de clientes;Conglomerado;MERCANTIL DO BRASIL;389;1303140;2368432;2-2017;2016;2017-2016;MERCANTIL DO BRASIL
2017;2;Menos de quatro milhões de clientes;Conglomerado;MERCEDES-BENZ;1;0;24446;2-2017;2016;2017-2016;MERCEDES-BENZ
2017;2;Menos de quatro milhões de clientes;Conglomerado;MODAL;5;1761;5257;2-2017;2016;2017-2016;MODAL
2017;2;Mais de quatro milhões de clientes;Conglomerado;OMNI;108;0;4125165;2-2017;2016;2017-2016;OMNI
2017;2;Menos de quatro milhões de clientes;Conglomerado;ORIGINAL;139;46948;447763;2-2017;2016;2017-2016;ORIGINAL
2017;2;Menos de quatro milhões de clientes;Conglomerado;OURINVEST;2;0;17104;2-2017;2016;2017-2016;OURINVEST
2017;2;Menos de quatro milhões de clientes;Conglomerado;PAN;2196;2052;2905904;2-2017;2016;2017-2016;PAN
2017;2;Menos de quatro milhões de clientes;Conglomerado;PARANÁ BANCO;422;2139;642783;2-2017;2016;2017-2016;PARANÁ BANCO
2017;2;Mais de quatro milhões de clientes;Conglomerado;PERNAMBUCANAS;60;0;4532183;2-2017;2016;2017-2016;PERNAMBUCANAS
2017;2;Menos de quatro milhões de clientes;Conglomerado;PINE;1;1190;4138;2-2017;2016;2017-2016;PINE
2017;2;Menos de quatro milhões de clientes;Conglomerado;PORTO SEGURO;157;0;1260965;2-2017;2016;2017-2016;PORTO SEGURO
2017;2;Menos de quatro milhões de clientes;Conglomerado;RENDIMENTO;5;3788;17101;2-2017;2016;2017-2016;RENDIMENTO
2017;2;Menos de quatro milhões de clientes;Conglomerado;RODOBENS;6;398;15829;2-2017;2016;2017-2016;RODOBENS
2017;2;Menos de quatro milhões de clientes;Conglomerado;SAFRA;676;88033;1042575;2-2017;2016;2017-2016;SAFRA
2017;2;Mais de quatro milhões de clientes;Conglomerado;SANTANDER;6700;24362717;38098966;2-2017;2016;2017-2016;SANTANDER
2017;2;Menos de quatro milhões de clientes;Conglomerado;SANTINVEST;3;0;12748;2-2017;2016;2017-2016;SANTINVEST
2017;2;Menos de quatro milhões de clientes;Conglomerado;SICREDI;1;0;2949569;2-2017;2016;2017-2016;SICREDI
2017;2;Menos de quatro milhões de clientes;Conglomerado;SOCIETE GENERALE;23;61;251132;2-2017;2016;2017-2016;SOCIETE GENERALE
2017;2;Menos de quatro milhões de clientes;Conglomerado;SOCOPA;4;2223;25307;2-2017;2016;2017-2016;SOCOPA
2017;2;Menos de quatro milhões de clientes;Conglomerado;SOFISA;7;23769;70159;2-2017;2016;2017-2016;SOFISA
2017;2;Menos de quatro milhões de clientes;Conglomerado;VOLKSWAGEN;65;0;470819;2-2017;2016;2017-2016;VOLKSWAGEN
2017;2;Menos de quatro milhões de clientes;Conglomerado;VOLVO;5;0;10123;2-2017;2016;2017-2016;VOLVO
2017;2;Mais de quatro milhões de clientes;Conglomerado;VOTORANTIM;517;4413;4069729;2-2017;2016;2017-2016;VOTORANTIM
2017;2;Menos de quatro milhões de clientes;Conglomerado;WESTERN UNION;5;1;3;2-2017;2016;2017-2016;WESTERN UNION
2017;2;Menos de quatro milhões de clientes;Conglomerado;YAMAHA MOTOR;15;0;108446;2-2017;2016;2017-2016;YAMAHA MOTOR
2017;3;Menos de quatro milhões de clientes;Conglomerado;ABC-BRASIL;1;2895;15684;3-2017;2016;2017-2016;ABC-BRASIL
2017;3;Menos de quatro milhões de clientes;Conglomerado;AGIPLAN;214;5114;410110;3-2017;2016;2017-2016;AGIPLAN
2017;3;Menos de quatro milhões de clientes;Conglomerado;ALFA;90;0;460731;3-2017;2016;2017-2016;ALFA
2017;3;Menos de quatro milhões de clientes;Conglomerado;ANDBANK;2;89;7117;3-2017;2016;2017-2016;ANDBANK
2017;3;Menos de quatro milhões de clientes;Conglomerado;BANCOOB;41;0;1930034;3-2017;2016;2017-2016;BANCOOB
2017;3;Menos de quatro milhões de clientes;Conglomerado;BANESTES;32;879188;1322844;3-2017;2016;2017-2016;BANESTES
2017;3;Menos de quatro milhões de clientes;Conglomerado;BANIF;1;613;518;3-2017;2016;2017-2016;BANIF
2017;3;Mais de quatro milhões de clientes;Conglomerado;BANRISUL;492;2460871;4506706;3-2017;2016;2017-2016;BANRISUL
2017;3;Menos de quatro milhões de clientes;Conglomerado;BARIGUI;25;0;32743;3-2017;2016;2017-2016;BARIGUI
2017;3;Mais de quatro milhões de clientes;Conglomerado;BB;8261;46953649;59756725;3-2017;2016;2017-2016;BB
2017;3;Menos de quatro milhões de clientes;Conglomerado;BMG;1054;5993;3628231;3-2017;2016;2017-2016;BMG
2017;3;Menos de quatro milhões de clientes;Conglomerado;BMW;2;0;17409;3-2017;2016;2017-2016;BMW
2017;3;Menos de quatro milhões de clientes;Conglomerado;BNP PARIBAS;1123;2140;2885487;3-2017;2016;2017-2016;BNP PARIBAS
2017;3;Menos de quatro milhões de clientes;Conglomerado;BOCOM;4;1146;12479;3-2017;2016;2017-2016;BOCOM
2017;3;Mais de quatro milhões de clientes;Conglomerado;BRADESCO;10063;35064479;94473132;3-2017;2016;2017-2016;BRADESCO
2017;3;Menos de quatro milhões de clientes;Conglomerado;BRASIL PLURAL;2;752;2943;3-2017;2016;2017-2016;BRASIL PLURAL
2017;3;Menos de quatro milhões de clientes;Conglomerado;BRB;427;599310;830562;3-2017;2016;2017-2016;BRB
2017;3;Menos de quatro milhões de clientes;Conglomerado;BTG PACTUAL;3;6215;88582;3-2017;2016;2017-2016;BTG PACTUAL
2017;3;Mais de quatro milhões de clientes;Conglomerado;CAIXA ECONÔMICA FEDERAL;12974;75262372;86673233;3-2017;2016;2017-2016;CAIXA ECONÔMICA FEDERAL
2017;3;Menos de quatro milhões de clientes;Conglomerado;CCB;379;3280;338144;3-2017;2016;2017-2016;CCB
2017;3;Menos de quatro milhões de clientes;Conglomerado;CITIBANK;388;201982;1355504;3-2017;2016;2017-2016;CITIBANK
2017;3;Menos de quatro milhões de clientes;Conglomerado;CREDIT SUISSE;1;0;3485;3-2017;2016;2017-2016;CREDIT SUISSE
2017;3;Menos de quatro milhões de clientes;Conglomerado;CREFISA;131;0;1568001;3-2017;2016;2017-2016;CREFISA
2017;3;Menos de quatro milhões de clientes;Conglomerado;DACASA FINANCEIRA;10;0;1215584;3-2017;2016;2017-2016;DACASA FINANCEIRA
2017;3;Menos de quatro milhões de clientes;Conglomerado;DAYCOVAL;493;17392;913973;3-2017;2016;2017-2016;DAYCOVAL
2017;3;Menos de quatro milhões de clientes;Conglomerado;GMAC;69;0;463229;3-2017;2016;2017-2016;GMAC
2017;3;Menos de quatro milhões de clientes;Conglomerado;HERVAL - HS;2;0;246527;3-2017;2016;2017-2016;HERVAL - HS
2017;3;Menos de quatro milhões de clientes;Conglomerado;HONDA;29;0;456950;3-2017;2016;2017-2016;HONDA
2017;3;Menos de quatro milhões de clientes;Conglomerado;INDUSTRIAL DO BRASIL;20;899;57877;3-2017;2016;2017-2016;INDUSTRIAL DO BRASIL
2017;3;Menos de quatro milhões de clientes;Conglomerado;INDUSVAL;1;2385;6855;3-2017;2016;2017-2016;INDUSVAL
2017;3;Menos de quatro milhões de clientes;Conglomerado;ING;2;17;213;3-2017;2016;2017-2016;ING
2017;3;Menos de quatro milhões de clientes;Conglomerado;INTERMEDIUM;558;87593;445291;3-2017;2016;2017-2016;INTER
2017;3;Mais de quatro milhões de clientes;Conglomerado;ITAU;8983;29688106;73588791;3-2017;2016;2017-2016;ITAU
2017;3;Menos de quatro milhões de clientes;Conglomerado;LECCA;2;0;22511;3-2017;2016;2017-2016;LECCA
2017;3;Menos de quatro milhões de clientes;Conglomerado;MÁXIMA;1;1614;4648;3-2017;2016;2017-2016;MÁXIMA
2017;3;Menos de quatro milhões de clientes;Conglomerado;MERCANTIL DO BRASIL;508;1418269;2448946;3-2017;2016;2017-2016;MERCANTIL DO BRASIL
2017;3;Menos de quatro milhões de clientes;Conglomerado;MERCEDES-BENZ;4;0;23789;3-2017;2016;2017-2016;MERCEDES-BENZ
2017;3;Menos de quatro milhões de clientes;Conglomerado;MODAL;3;1664;5346;3-2017;2016;2017-2016;MODAL
2017;3;Menos de quatro milhões de clientes;Conglomerado;OMNI;86;0;3660582;3-2017;2016;2017-2016;OMNI
2017;3;Menos de quatro milhões de clientes;Conglomerado;ORIGINAL;161;85935;506253;3-2017;2016;2017-2016;ORIGINAL
2017;3;Menos de quatro milhões de clientes;Conglomerado;PAN;2261;1903;2907794;3-2017;2016;2017-2016;PAN
2017;3;Menos de quatro milhões de clientes;Conglomerado;PARANÁ BANCO;416;2316;638376;3-2017;2016;2017-2016;PARANÁ BANCO
2017;3;Menos de quatro milhões de clientes;Conglomerado;PORTO SEGURO;152;0;1339815;3-2017;2016;2017-2016;PORTO SEGURO
2017;3;Menos de quatro milhões de clientes;Conglomerado;RENDIMENTO;8;4079;17729;3-2017;2016;2017-2016;RENDIMENTO
2017;3;Menos de quatro milhões de clientes;Conglomerado;RODOBENS;5;555;15576;3-2017;2016;2017-2016;RODOBENS
2017;3;Menos de quatro milhões de clientes;Conglomerado;SAFRA;541;90217;1132676;3-2017;2016;2017-2016;SAFRA
2017;3;Mais de quatro milhões de clientes;Conglomerado;SANTANDER;7681;24995442;38864588;3-2017;2016;2017-2016;SANTANDER
2017;3;Menos de quatro milhões de clientes;Conglomerado;SANTINVEST;27;0;13612;3-2017;2016;2017-2016;SANTINVEST
2017;3;Menos de quatro milhões de clientes;Conglomerado;SICREDI;3;0;3095691;3-2017;2016;2017-2016;SICREDI
2017;3;Menos de quatro milhões de clientes;Conglomerado;SOCIETE GENERALE;21;66;1148;3-2017;2016;2017-2016;SOCIETE GENERALE
2017;3;Menos de quatro milhões de clientes;Conglomerado;SOCOPA;3;2279;51135;3-2017;2016;2017-2016;SOCOPA
2017;3;Menos de quatro milhões de clientes;Conglomerado;SOFISA;6;29796;81639;3-2017;2016;2017-2016;SOFISA
2017;3;Menos de quatro milhões de clientes;Conglomerado;VOLKSWAGEN;75;0;444278;3-2017;2016;2017-2016;VOLKSWAGEN
2017;3;Menos de quatro milhões de clientes;Conglomerado;VOLVO;2;0;9949;3-2017;2016;2017-2016;VOLVO
2017;3;Mais de quatro milhões de clientes;Conglomerado;VOTORANTIM;744;4193;4055393;3-2017;2016;2017-2016;VOTORANTIM
2017;3;Menos de quatro milhões de clientes;Conglomerado;WESTERN UNION;8;1;3;3-2017;2016;2017-2016;WESTERN UNION
2017;3;Menos de quatro milhões de clientes;Conglomerado;YAMAHA MOTOR;8;0;112585;3-2017;2016;2017-2016;YAMAHA MOTOR
2017;4;Menos de quatro milhões de clientes;Conglomerado;AGIPLAN;207;10149;473985;4-2017;2016;2017-2016;AGIPLAN
2017;4;Menos de quatro milhões de clientes;Conglomerado;ALFA;62;9852;453229;4-2017;2016;2017-2016;ALFA
2017;4;Menos de quatro milhões de clientes;Conglomerado;ANDBANK;6;74;7180;4-2017;2016;2017-2016;ANDBANK
2017;4;Menos de quatro milhões de clientes;Conglomerado;BANCOOB;61;0;2015382;4-2017;2016;2017-2016;BANCOOB
2017;4;Menos de quatro milhões de clientes;Conglomerado;BANESTES;29;879038;1320559;4-2017;2016;2017-2016;BANESTES
2017;4;Menos de quatro milhões de clientes;Conglomerado;BANIF;1;12;484;4-2017;2016;2017-2016;BANIF
2017;4;Mais de quatro milhões de clientes;Conglomerado;BANRISUL;570;2563823;4548099;4-2017;2016;2017-2016;BANRISUL
2017;4;Menos de quatro milhões de clientes;Conglomerado;BARIGUI;21;475;32673;4-2017;2016;2017-2016;BARIGUI
2017;4;Mais de quatro milhões de clientes;Conglomerado;BB;7823;48018420;62181281;4-2017;2016;2017-2016;BB
2017;4;Menos de quatro milhões de clientes;Conglomerado;BMG;1281;8689;3750226;4-2017;2016;2017-2016;BMG
2017;4;Menos de quatro milhões de clientes;Conglomerado;BMW;2;0;17157;4-2017;2016;2017-2016;BMW
2017;4;Menos de quatro milhões de clientes;Conglomerado;BNP PARIBAS;1152;2407;2898773;4-2017;2016;2017-2016;BNP PARIBAS
2017;4;Mais de quatro milhões de clientes;Conglomerado;BRADESCO;9578;36606327;95112012;4-2017;2016;2017-2016;BRADESCO
2017;4;Menos de quatro milhões de clientes;Conglomerado;BRB;286;471241;837641;4-2017;2016;2017-2016;BRB
2017;4;Menos de quatro milhões de clientes;Conglomerado;BTG PACTUAL;1;9208;92648;4-2017;2016;2017-2016;BTG PACTUAL
2017;4;Mais de quatro milhões de clientes;Conglomerado;CAIXA ECONÔMICA FEDERAL;11708;77190824;87613949;4-2017;2016;2017-2016;CAIXA ECONÔMICA FEDERAL
2017;4;Menos de quatro milhões de clientes;Conglomerado;CCB;284;2614;326245;4-2017;2016;2017-2016;CCB
2017;4;Menos de quatro milhões de clientes;Conglomerado;CITIBANK;304;3790;591341;4-2017;2016;2017-2016;CITIBANK
2017;4;Menos de quatro milhões de clientes;Conglomerado;CREDIT AGRICOLE;1;0;2406;4-2017;2016;2017-2016;CREDIT AGRICOLE
2017;4;Menos de quatro milhões de clientes;Conglomerado;CREFISA;136;0;1610062;4-2017;2016;2017-2016;CREFISA
2017;4;Menos de quatro milhões de clientes;Conglomerado;DACASA FINANCEIRA;13;633;1228252;4-2017;2016;2017-2016;DACASA FINANCEIRA
2017;4;Menos de quatro milhões de clientes;Conglomerado;DAYCOVAL;368;19211;909504;4-2017;2016;2017-2016;DAYCOVAL
2017;4;Menos de quatro milhões de clientes;Conglomerado;GMAC;59;149;446956;4-2017;2016;2017-2016;GMAC
2017;4;Menos de quatro milhões de clientes;Conglomerado;HERVAL - HS;2;163;245296;4-2017;2016;2017-2016;HERVAL - HS
2017;4;Menos de quatro milhões de clientes;Conglomerado;HONDA;24;18;457201;4-2017;2016;2017-2016;HONDA
2017;4;Menos de quatro milhões de clientes;Conglomerado;INDUSTRIAL DO BRASIL;21;871;56818;4-2017;2016;2017-2016;INDUSTRIAL DO BRASIL
2017;4;Menos de quatro milhões de clientes;Conglomerado;INDUSVAL;1;0;6923;4-2017;2016;2017-2016;INDUSVAL
2017;4;Menos de quatro milhões de clientes;Conglomerado;INTERMEDIUM;427;187092;534391;4-2017;2016;2017-2016;INTER
2017;4;Mais de quatro milhões de clientes;Conglomerado;ITAU;7911;39809476;74422206;4-2017;2016;2017-2016;ITAU
2017;4;Menos de quatro milhões de clientes;Conglomerado;LECCA;5;511;21800;4-2017;2016;2017-2016;LECCA
2017;4;Menos de quatro milhões de clientes;Conglomerado;MÁXIMA;2;1495;4669;4-2017;2016;2017-2016;MÁXIMA
2017;4;Menos de quatro milhões de clientes;Conglomerado;MERCANTIL DO BRASIL;336;1517905;2529108;4-2017;2016;2017-2016;MERCANTIL DO BRASIL
2017;4;Menos de quatro milhões de clientes;Conglomerado;MERCEDES-BENZ;3;62;23146;4-2017;2016;2017-2016;MERCEDES-BENZ
2017;4;Menos de quatro milhões de clientes;Conglomerado;MODAL;7;1533;5368;4-2017;2016;2017-2016;MODAL
2017;4;Menos de quatro milhões de clientes;Conglomerado;OMNI;71;0;3668703;4-2017;2016;2017-2016;OMNI
